,obsid,designation,obsdate,lmjd,planid,spid,fiberid,ra,dec,snru,snrg,snrr,snri,snrz,objtype,class,subclass,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,fibertype,tfrom,t_info,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err,totalCounts,B,V,R,I,BV,BR,BI,VR,VI,RI,Ha,Hb,Hg,filename
0,605006,J221202.24+291221.8,2011-10-25,55860.0,B6001,5.0,6.0,333.009374,29.206066,5.63,13.52,19.58,28.93,19.48,Star,STAR,K3,ugrizjh,18.57,16.47,15.65,15.3,15.1,14.03,13.56,PILOT,Obj,SDSS_S_Y,,-62.8,11.88,4.775,0.351,4945.4,142.5,-0.364,0.491,1551849.5,-6.29955708981,-6.48999512196,-6.5948331356,-6.35134339333,0.19043803215,0.295276045799,0.0517863035202,0.104838013649,-0.13865172863,-0.243489742279,0.901880223064,0.0710294301347,2.25122091855,spec-55860-B6001_sp05-006.fits
1,605015,J221158.44+291659.5,2011-10-25,55860.0,B6001,5.0,15.0,332.993508,29.283218,5.03,19.79,20.21,22.22,13.79,Star,STAR,G5,ugrizjh,17.53,15.82,15.2,15.02,14.93,14.04,13.68,PILOT,Obj,SDSS_S_Y,,-28.72,10.92,4.358,0.186,5620.9,93.19,0.049,0.283,1336066.75,-6.45855724812,-6.47185981274,-6.29527270794,-5.8566069603,0.013302564621,-0.163284540176,-0.601950287819,-0.176587104797,-0.61525285244,-0.438665747643,1.70482634692,1.39887899626,4.34027896766,spec-55860-B6001_sp05-015.fits
2,605017,J221143.15+291517.7,2011-10-25,55860.0,B6001,5.0,17.0,332.929809,29.254944,8.1,45.33,66.32,76.85,48.99,Star,STAR,F5,ugrizjh,15.74,14.53,14.18,14.17,14.04,13.23,12.95,PILOT,Obj,SDSS_S_Y,,0.0,14.39,3.538,0.427,6422.77,175.59,-0.152,0.355,5724380.5,-8.40707778931,-7.75520384312,-7.62661457062,-7.30294466019,-0.65187394619,-0.780463218689,-1.10413312912,-0.128589272499,-0.45225918293,-0.323669910431,2.56490246921,2.32086529047,5.29645131653,spec-55860-B6001_sp05-017.fits
3,605022,J221103.75+290739.6,2011-10-25,55860.0,B6001,5.0,22.0,332.765653,29.127672,12.19,71.05,91.65,-9999.0,86.01,Star,STAR,F5,ugrizjh,99.0,99.0,99.0,99.0,99.0,12.26,12.0,PILOT,Obj,SDSS_S_Y,,-11.33,14.6,4.125,0.558,6217.99,151.15,-0.198,0.338,13131002.0,-9.21469569206,-8.96866679192,-8.63856911659,-8.1799274683,-0.246028900146,-0.57612657547,-1.03476822376,-0.330097675323,-0.788739323616,-0.458641648293,2.30483900834,2.3363795441,4.18495303793,spec-55860-B6001_sp05-022.fits
4,605024,J221126.81+290400.2,2011-10-25,55860.0,B6001,5.0,24.0,332.8617397,29.0667438,4.24,13.8,8.27,8.59,4.99,FS,STAR,F0,ugriz,18.1,16.99,16.64,16.51,16.48,99.0,99.0,PILOT,F-Std,,,-21.66,12.45,4.0,0.883,5989.04,434.91,-1.192,1.221,621696.0,-5.71667253971,-5.63794195652,-5.24806082249,-4.75849926472,-0.0787305831909,-0.468611717224,-0.958173274994,-0.389881134033,-0.879442691803,-0.48956155777,3.64740848376,2.6585272464,4.12770115129,spec-55860-B6001_sp05-024.fits
5,605025,J221145.08+291206.1,2011-10-25,55860.0,B6001,5.0,25.0,332.937835,29.201715,4.55,16.02,20.71,28.27,16.86,Star,STAR,F5,ugrizjh,16.79,15.71,15.47,15.28,15.25,14.49,14.28,PILOT,Obj,SDSS_S_Y,,-202.16,30.84,4.388,0.445,6351.08,293.81,-0.803,0.777,2038788.125,-7.14825510979,-6.817086339,-6.50667786598,-6.03128612041,-0.33116877079,-0.641577243805,-1.11696898937,-0.310408473015,-0.785800218582,-0.475391745567,1.70426130311,1.28188875028,4.66371136322,spec-55860-B6001_sp05-025.fits
6,605027,J220928.55+293205.6,2011-10-25,55860.0,B6001,5.0,27.0,332.3689685,29.5349078,7.26,45.48,58.13,78.77,50.53,FS,STAR,F5,ugriz,15.68,14.53,14.18,14.06,14.04,99.0,99.0,PILOT,F-Std,,,5.14,17.44,4.337,0.448,6246.99,177.26,-0.356,0.425,6296111.0,-8.42023611069,-8.14644575119,-7.82270491123,-7.36596643925,-0.273790359497,-0.597531199455,-1.05426967144,-0.323740839958,-0.780479311943,-0.456738471985,2.4111727381,2.37309055588,4.81875747998,spec-55860-B6001_sp05-027.fits
7,605032,J220846.50+292740.5,2011-10-25,55860.0,B6001,5.0,32.0,332.193782,29.461256,2.66,15.86,20.44,28.51,17.36,Star,STAR,G5,ugrizjh,17.7,16.11,15.53,15.36,15.27,14.36,14.1,PILOT,Obj,SDSS_S_Y,,-56.2,15.33,3.988,0.551,5664.22,255.93,0.179,0.47,1478049.375,-6.63479804993,-6.6114461422,-6.42136991024,-6.02985143661,-0.0233519077301,-0.213428139687,-0.604946613312,-0.190076231956,-0.581594705582,-0.391518473625,1.57284303238,1.75635750323,8.02362407484,spec-55860-B6001_sp05-032.fits
8,605039,J220932.98+293234.9,2011-10-25,55860.0,B6001,5.0,39.0,332.387445,29.543041,2.24,18.68,24.44,36.35,22.29,Star,STAR,F5,ugrizjh,17.0,15.74,15.27,15.12,15.05,14.09,13.74,PILOT,Obj,SDSS_S_Y,,-35.19,28.99,4.455,1.019,5913.36,299.96,-0.318,0.852,2099641.5,-7.12947070599,-6.96104645729,-6.74946308136,-6.35716438293,-0.168424248695,-0.380007624626,-0.772306323051,-0.211583375931,-0.603882074356,-0.392298698425,2.13601143063,2.09702615035,5.94947082221,spec-55860-B6001_sp05-039.fits
9,605041,J220919.66+293527.3,2011-10-25,55860.0,B6001,5.0,41.0,332.3319369,29.5909286,3.31,26.2,32.27,45.41,28.18,FS,STAR,F5,ugriz,16.41,15.27,14.9,14.76,14.73,99.0,99.0,PILOT,F-Std,,,10.67,23.57,4.392,0.484,6237.48,230.47,-0.481,0.59,2975171.0,-7.59632468224,-7.31531858444,-7.0270049572,-6.59167945385,-0.281006097794,-0.569319725037,-1.00464522839,-0.288313627243,-0.723639130592,-0.435325503349,2.23220649731,2.67830559418,6.52048235233,spec-55860-B6001_sp05-041.fits
10,605044,J220951.37+292907.3,2011-10-25,55860.0,B6001,5.0,44.0,332.464057,29.485384,1.73,21.42,27.57,41.75,26.24,Star,STAR,G5,ugrizjh,17.08,15.6,15.04,14.73,14.7,13.78,13.42,PILOT,Obj,SDSS_S_Y,,-60.73,12.67,4.454,0.445,5498.79,187.84,-0.182,0.446,1946473.625,-6.97380542755,-6.94152593613,-6.76302850246,-6.41533613205,-0.0322794914246,-0.210776925087,-0.558469295502,-0.178497433662,-0.526189804077,-0.347692370415,1.92397856083,1.54077693601,3.58691156843,spec-55860-B6001_sp05-044.fits
11,605049,J221016.11+292845.2,2011-10-25,55860.0,B6001,5.0,49.0,332.567136,29.479237,1.99,32.78,44.66,68.71,46.22,Star,STAR,K1,ugrizjh,17.19,15.31,14.59,14.33,14.2,13.21,12.71,PILOT,Obj,SDSS_S_Y,,-9.9,9.14,4.655,0.368,5068.23,113.52,-0.27,0.333,3754397.5,-7.59768605232,-7.66951322556,-7.56961047649,-7.26497530937,0.071827173233,-0.0280755758286,-0.33271074295,-0.0999027490616,-0.404537916183,-0.304635167122,1.57889722367,1.17379650588,5.58682728544,spec-55860-B6001_sp05-049.fits
12,605051,J220820.62+295208.5,2011-10-25,55860.0,B6001,5.0,51.0,332.085922,29.869032,1.85,33.8,49.51,81.14,59.59,Star,STAR,G5,ugrizjh,17.32,15.22,14.34,14.03,13.85,12.77,12.22,PILOT,Obj,SDSS_S_Y,,-29.47,11.32,3.036,0.54,4748.35,115.06,-0.401,0.331,4179676.0,-7.6147377491,-7.79886603355,-7.72097289562,-7.45733618736,0.184128284454,0.106235146523,-0.157401561737,-0.0778931379318,-0.341529846191,-0.26363670826,1.13111359204,1.11325719403,3.12419313169,spec-55860-B6001_sp05-051.fits
13,605053,J220850.14+294539.1,2011-10-25,55860.0,B6001,5.0,53.0,332.208932,29.76088,1.37,7.88,8.3,10.5,5.91,Star,STAR,G5,ugrizjh,17.06,15.46,14.86,14.69,14.62,13.77,13.42,PILOT,Obj,SDSS_S_Y,,-43.24,18.95,4.031,0.668,5779.92,366.7,0.361,0.733,463014.75,-5.41410684586,-5.41087508202,-5.25020360947,-4.78286474943,-0.00323176383972,-0.163903236389,-0.631242096424,-0.160671472549,-0.628010332584,-0.467338860035,1.99399450714,3.39912510709,3.59315127913,spec-55860-B6001_sp05-053.fits
14,605054,J220742.65+294455.3,2011-10-25,55860.0,B6001,5.0,54.0,331.927726,29.748705,3.51,48.94,65.13,-9999.0,71.16,Star,STAR,F9,ugrizjh,16.17,14.72,14.04,13.74,13.72,12.74,12.34,PILOT,Obj,SDSS_S_Y,,-40.73,12.78,3.971,0.671,5356.02,156.24,-0.44,0.417,6099972.0,-8.20645332336,-8.18235695362,-8.02212059498,-7.7053385973,-0.0240963697433,-0.184332728386,-0.501114726067,-0.160236358643,-0.477018356323,-0.316781997681,1.62915621812,1.40672626805,2.81114752132,spec-55860-B6001_sp05-054.fits
15,605055,J220906.63+295318.1,2011-10-25,55860.0,B6001,5.0,55.0,332.277649,29.888388,5.9,64.89,83.93,-9999.0,91.75,Star,STAR,F9,ugrizjh,99.0,99.0,99.0,99.0,99.0,12.35,11.99,PILOT,Obj,SDSS_S_Y,,-52.66,10.72,4.03,0.589,5677.04,142.78,-0.07,0.315,10202404.0,-8.81699621677,-8.75658094883,-8.53802680969,-8.15979897976,-0.0604152679443,-0.278969407082,-0.657197237015,-0.218554139137,-0.59678196907,-0.378227829933,1.75663629986,1.3557099054,3.85972984594,spec-55860-B6001_sp05-055.fits
16,605056,J220845.31+295032.8,2011-10-25,55860.0,B6001,5.0,56.0,332.188804,29.842464,4.76,66.47,77.22,-9999.0,71.27,Star,STAR,G5,ugrizjh,16.05,14.36,13.75,13.64,13.45,12.55,12.16,PILOT,Obj,SDSS_S_Y,,-13.21,8.92,4.192,0.45,5418.07,125.09,-0.034,0.277,6774000.0,-8.31531226635,-8.32113385201,-8.14432144165,-7.77795314789,0.00582158565521,-0.170990824699,-0.537359118462,-0.176812410355,-0.543180704117,-0.366368293762,1.62228321806,1.36551529062,5.11626321197,spec-55860-B6001_sp05-056.fits
17,605057,J220816.21+294541.1,2011-10-25,55860.0,B6001,5.0,57.0,332.067553,29.761438,1.54,26.12,30.46,43.36,27.82,Star,STAR,G5,ugrizjh,17.51,15.9,15.3,15.05,14.92,13.95,13.59,PILOT,Obj,SDSS_S_Y,,-98.23,10.33,3.559,0.609,5333.94,209.11,-0.286,0.448,1922078.5,-6.93870663643,-6.94231510162,-6.79047763348,-6.45354747772,0.0036084651947,-0.148229002953,-0.485159158707,-0.151837468147,-0.488767623901,-0.336930155754,1.59160577768,0.890890000694,4.00591087568,spec-55860-B6001_sp05-057.fits
18,605059,J220816.03+294838.0,2011-10-25,55860.0,B6001,5.0,59.0,332.066802,29.810575,1.26,18.78,23.74,33.5,21.48,Star,STAR,G5,ugrizjh,17.69,15.87,15.2,15.0,14.91,13.94,13.59,PILOT,Obj,SDSS_S_Y,,-7.95,12.8,4.072,0.528,5369.42,217.89,0.133,0.463,1589158.5,-6.75734996796,-6.76800787449,-6.57676756382,-6.18209004402,0.0106579065323,-0.180582404137,-0.575259923935,-0.191240310669,-0.585917830467,-0.394677519798,1.0966848703,1.39694105783,4.59972041197,spec-55860-B6001_sp05-059.fits
19,605062,J220856.69+294845.5,2011-10-25,55860.0,B6001,5.0,62.0,332.236213,29.812643,0.0,13.32,21.51,35.95,23.02,Star,STAR,K3,ugrizjh,18.53,16.3,15.47,15.22,15.05,14.1,13.58,PILOT,Obj,SDSS_S_Y,,-31.97,8.5,4.49,0.317,4935.01,129.16,0.318,0.315,1377196.25,-6.40949368477,-6.61462605,-6.5705883503,-6.26488864422,0.205132365227,0.161094665527,-0.14460504055,-0.0440376996994,-0.349737405777,-0.305699706078,1.0300369377,0.855688545074,4.796130045,spec-55860-B6001_sp05-062.fits
20,605063,J220752.63+295102.6,2011-10-25,55860.0,B6001,5.0,63.0,331.969316,29.85074,2.2,23.21,24.92,34.94,20.11,Star,STAR,F5,ugrizjh,17.02,15.89,15.54,15.44,15.35,14.57,14.32,PILOT,Obj,SDSS_S_Y,,-78.0,21.27,4.018,0.732,5989.8,277.48,-0.562,0.666,1914316.75,-7.14665532112,-6.90371215343,-6.60801768303,-6.16829931736,-0.242943167686,-0.538637638092,-0.978356003761,-0.295694470406,-0.735412836075,-0.439718365669,2.30033845528,1.8960897031,0.172113051132,spec-55860-B6001_sp05-063.fits
21,605064,J220726.43+295034.9,2011-10-25,55860.0,B6001,5.0,64.0,331.860164,29.843044,4.99,55.48,67.51,-9999.0,66.54,Star,STAR,G2,ugrizjh,15.72,14.44,13.89,13.75,13.73,12.84,12.57,PILOT,Obj,SDSS_S_Y,,-33.36,14.48,3.963,0.662,5951.02,167.42,0.069,0.34,7513349.0,-8.58396708965,-8.41240286827,-8.12820136547,-7.70695030689,-0.171564221382,-0.455765724182,-0.877016782761,-0.2842015028,-0.705452561378,-0.421251058578,2.11431288558,1.98453497925,4.7434882716,spec-55860-B6001_sp05-064.fits
22,605066,J220843.41+295150.1,2011-10-25,55860.0,B6001,5.0,66.0,332.180914,29.863935,2.01,26.12,24.27,29.88,18.79,Star,STAR,G5,ugrizjh,17.74,16.2,15.63,15.42,15.31,14.38,14.06,PILOT,Obj,SDSS_S_Y,,-18.87,14.26,3.53,0.479,5227.63,198.21,-0.707,0.514,1465921.5,-6.68062090874,-6.63848817348,-6.47003591061,-6.09568357468,-0.0421327352524,-0.210584998131,-0.584937334061,-0.168452262878,-0.542804598808,-0.37435233593,1.79630100237,1.30094804802,4.85957764066,spec-55860-B6001_sp05-066.fits
23,605067,J220826.73+294653.4,2011-10-25,55860.0,B6001,5.0,67.0,332.111383,29.781519,1.53,16.43,17.41,22.45,14.15,Star,STAR,F5,ugrizjh,17.15,16.04,15.62,15.46,15.44,14.57,14.3,PILOT,Obj,SDSS_S_Y,,-1.84,27.21,4.046,0.526,6030.01,292.63,-0.719,0.762,1253774.875,-6.6486364603,-6.442450881,-6.15458369255,-5.70367634296,-0.2061855793,-0.494052767754,-0.94496011734,-0.287867188454,-0.73877453804,-0.450907349586,2.55174483186,2.28808980258,5.94668731758,spec-55860-B6001_sp05-067.fits
24,605074,J220747.06+294829.3,2011-10-25,55860.0,B6001,5.0,74.0,331.946121,29.808146,1.37,26.42,31.16,45.71,28.46,Star,STAR,F9,ugrizjh,17.29,15.72,15.13,14.97,14.87,14.0,13.64,PILOT,Obj,SDSS_S_Y,,-80.4,15.97,3.881,0.758,5627.62,225.42,0.141,0.552,2101242.0,-7.12002038956,-7.05962896347,-6.85217916965,-6.47913753986,-0.0603914260864,-0.267841219902,-0.640882849693,-0.207449793816,-0.580491423607,-0.373041629791,1.45758000282,1.08089207105,2.48674994143,spec-55860-B6001_sp05-074.fits
25,605075,J220733.39+294516.3,2011-10-25,55860.0,B6001,5.0,75.0,331.88915,29.754551,5.88,53.45,60.29,83.9,53.89,Star,STAR,F5,ugrizjh,15.57,14.52,14.19,14.06,14.09,13.31,13.08,PILOT,Obj,SDSS_S_Y,,-35.36,21.52,4.268,0.392,6581.9,175.64,-0.455,0.433,6156524.0,-8.45190763474,-8.13535988331,-7.78324842453,-7.32693552971,-0.316547751427,-0.668659210205,-1.12497210503,-0.352111458778,-0.8084243536,-0.456312894821,2.43830743948,2.66464360513,5.22045707246,spec-55860-B6001_sp05-075.fits
26,605078,J220842.74+290907.0,2011-10-25,55860.0,B6001,5.0,78.0,332.178096,29.15197,1.84,22.74,26.07,36.97,22.69,Star,STAR,G0,ugrizjh,16.81,15.56,15.08,14.88,14.82,13.97,13.69,PILOT,Obj,SDSS_S_Y,,-40.71,18.35,4.201,0.611,5895.12,253.15,-0.212,0.571,1922623.25,-7.09167659283,-6.92878544331,-6.66674792767,-6.25430464745,-0.162891149521,-0.424928665161,-0.837371945381,-0.26203751564,-0.67448079586,-0.41244328022,2.44747307528,2.25689269413,4.24184056145,spec-55860-B6001_sp05-078.fits
27,605081,J220852.16+291056.2,2011-10-25,55860.0,B6001,5.0,81.0,332.217374,29.182281,2.26,27.44,40.0,62.38,40.66,Star,STAR,F9,ugrizjh,16.47,15.06,14.49,14.23,14.15,13.24,12.82,PILOT,Obj,SDSS_S_Y,,-117.3,14.49,4.481,0.533,5373.99,160.74,-0.582,0.5,3366935.5,-7.62322306633,-7.54622757435,-7.34944701195,-7.00676143169,-0.0769954919815,-0.273776054382,-0.616461634636,-0.196780562401,-0.539466142654,-0.342685580254,1.293224879,0.823152702538,4.13418396065,spec-55860-B6001_sp05-081.fits
28,605082,J220917.04+291325.5,2011-10-25,55860.0,B6001,5.0,82.0,332.321031,29.223768,3.29,39.86,47.29,67.45,44.24,Star,STAR,G2,ugrizjh,16.07,14.75,14.32,14.14,14.12,13.26,12.96,PILOT,Obj,SDSS_S_Y,,-25.68,17.29,4.267,0.611,5920.03,197.62,-0.149,0.412,4094325.25,-7.88523137569,-7.73837208748,-7.50415742397,-7.11580872536,-0.146859288216,-0.381073951721,-0.769422650337,-0.234214663506,-0.622563362122,-0.388348698616,2.24044621458,2.17716624989,4.38072891199,spec-55860-B6001_sp05-082.fits
29,605083,J220923.57+292039.2,2011-10-25,55860.0,B6001,5.0,83.0,332.34824,29.344236,3.41,42.75,47.83,67.89,41.83,Star,STAR,F5,ugrizjh,15.8,14.53,14.16,14.05,14.03,13.24,12.99,PILOT,Obj,SDSS_S_Y,,-9.87,17.94,4.19,0.466,6338.41,193.46,-0.149,0.407,4390942.0,-8.03647994995,-7.8173661232,-7.51271545887,-7.08349168301,-0.219113826752,-0.523764491081,-0.952988266945,-0.30465066433,-0.733874440193,-0.429223775864,2.22039332869,2.3602331132,4.43919018484,spec-55860-B6001_sp05-083.fits
30,605084,J220900.15+291347.1,2011-10-25,55860.0,B6001,5.0,84.0,332.25063,29.229752,1.86,26.74,29.18,38.04,23.39,Star,STAR,G0,ugrizjh,17.08,15.7,15.24,15.02,14.88,14.04,13.75,PILOT,Obj,SDSS_S_Y,,-34.1,18.71,3.815,0.627,5671.05,236.19,-0.407,0.553,1982526.875,-7.08958089352,-6.99104011059,-6.73411369324,-6.3371694088,-0.0985407829285,-0.355467200279,-0.752411484718,-0.256926417351,-0.65387070179,-0.396944284439,1.99904019793,1.92657394842,2.36530180909,spec-55860-B6001_sp05-084.fits
31,605085,J220937.61+291505.2,2011-10-25,55860.0,B6001,5.0,85.0,332.406709,29.251463,1.72,36.34,56.3,93.87,67.76,Star,STAR,K3,ugrizjh,17.0,14.75,13.84,14.31,13.34,12.34,11.8,PILOT,Obj,SDSS_S_Y,,-2.01,7.74,4.691,0.302,4815.98,90.22,-0.041,0.259,4693906.0,-7.64225721359,-7.87727355957,-7.92915165424,-7.72045016289,0.235016345978,0.286894440651,0.078192949295,0.0518780946732,-0.156823396683,-0.208701491356,0.537416050293,1.29565816418,4.06107229955,spec-55860-B6001_sp05-085.fits
32,605086,J220806.49+292012.1,2011-10-25,55860.0,B6001,5.0,86.0,332.027044,29.336699,2.38,42.17,48.8,72.07,47.41,Star,STAR,F9,ugrizjh,16.05,14.5,13.9,13.65,13.53,12.55,12.15,PILOT,Obj,SDSS_S_Y,,-3.48,14.08,3.266,0.763,5253.85,189.31,-0.71,0.5,3377396.5,-7.48570680618,-7.53735244274,-7.43577122688,-7.18339264393,0.0516456365585,-0.0499355792999,-0.302314162254,-0.101581215858,-0.353959798813,-0.252378582954,1.87894480042,1.38661260767,3.8461807225,spec-55860-B6001_sp05-086.fits
33,605087,J220805.68+291758.1,2011-10-25,55860.0,B6001,5.0,87.0,332.023706,29.299479,2.04,27.26,32.41,46.65,29.13,Star,STAR,G0,ugrizjh,16.49,15.16,14.78,14.6,14.58,13.74,13.44,PILOT,Obj,SDSS_S_Y,,-7.17,17.07,4.356,0.599,6020.77,230.39,0.104,0.467,2738254.0,-7.4818366766,-7.30015397072,-7.05431938171,-6.6363877058,-0.181682705879,-0.427517294884,-0.845448970795,-0.245834589005,-0.663766264915,-0.417931675911,2.2702537494,1.976910981,5.58777623188,spec-55860-B6001_sp05-087.fits
34,605088,J220841.55+292303.5,2011-10-25,55860.0,B6001,5.0,88.0,332.173162,29.38431,0.57,21.84,39.22,65.47,46.55,Star,STAR,G5,ugrizjh,17.12,14.89,14.07,13.72,13.55,12.48,11.97,PILOT,Obj,SDSS_S_Y,,-13.48,9.5,3.385,0.506,4899.12,139.22,0.078,0.354,2725076.0,-7.0815551281,-7.37356007099,-7.31570243835,-7.06901967525,0.292004942894,0.234147310257,-0.0125354528427,-0.057857632637,-0.304540395737,-0.2466827631,0.891103850812,1.53478326478,4.25319468038,spec-55860-B6001_sp05-088.fits
35,605089,J220858.60+291624.9,2011-10-25,55860.0,B6001,5.0,89.0,332.244196,29.273586,0.0,11.65,12.74,18.46,11.39,Star,STAR,G5,ugrizjh,18.21,16.56,15.96,15.72,15.54,14.59,14.23,PILOT,Obj,SDSS_S_Y,,-50.59,14.14,4.104,0.493,5344.89,257.13,-0.312,0.551,671767.9375,-5.75779139996,-5.8350610733,-5.68635165691,-5.41420042515,0.0772696733475,-0.071439743042,-0.343590974808,-0.148709416389,-0.420860648155,-0.272151231766,1.29094969251,1.66910922178,3.54273344234,spec-55860-B6001_sp05-089.fits
36,605091,J220940.37+290640.2,2011-10-25,55860.0,B6001,5.0,91.0,332.41821,29.111179,1.08,26.76,33.55,48.61,31.26,Star,STAR,G5,ugrizjh,17.23,15.46,14.81,14.56,14.47,13.53,13.13,PILOT,Obj,SDSS_S_Y,,-27.34,10.79,4.491,0.448,5330.64,166.3,-0.005,0.393,2416424.5,-7.19071149826,-7.21967637539,-7.06991732121,-6.72179281712,0.0289648771286,-0.120794177055,-0.468918681145,-0.149759054184,-0.497883558273,-0.348124504089,1.72574881873,1.5637953854,2.84620518691,spec-55860-B6001_sp05-091.fits
37,605093,J220843.86+291358.5,2011-10-25,55860.0,B6001,5.0,93.0,332.182758,29.23292,0.0,9.89,17.09,30.22,20.22,Star,STAR,K3,ugrizjh,18.49,16.39,15.46,15.08,14.91,13.87,13.28,PILOT,Obj,SDSS_S_Y,,-38.03,9.54,4.597,0.407,4870.22,85.53,-0.11,0.594,1017001.875,-6.04549527168,-6.24096691608,-6.24012887478,-6.04675412178,0.195471644402,0.194633603096,0.00125885009766,-0.000838041305542,-0.194212794304,-0.193374752998,1.06888707418,0.717057258363,5.56605230987,spec-55860-B6001_sp05-093.fits
38,605094,J220927.98+290305.5,2011-10-25,55860.0,B6001,5.0,94.0,332.366623,29.051546,0.0,9.07,12.34,16.45,10.6,Star,STAR,F9,ugrizjh,17.69,16.07,15.47,15.28,15.23,14.38,14.04,PILOT,Obj,SDSS_S_Y,,-37.89,15.9,4.036,0.474,5696.54,290.18,0.151,0.456,711856.9375,-6.1174929142,-5.91906309128,-5.50389349461,-5.02831935883,-0.198429822922,-0.613599419594,-1.08917355537,-0.415169596672,-0.890743732452,-0.47557413578,1.54909190144,2.89370477213,6.33966250876,spec-55860-B6001_sp05-094.fits
39,605095,J220901.01+290525.7,2011-10-25,55860.0,B6001,5.0,95.0,332.254228,29.090496,1.49,31.13,40.08,58.74,37.77,Star,STAR,G5,ugrizjh,16.92,15.25,14.67,14.48,14.36,13.44,13.1,PILOT,Obj,SDSS_S_Y,,-27.53,11.77,4.349,0.498,5491.32,171.25,-0.028,0.39,2969118.25,-7.47581601143,-7.45518326759,-7.23463535309,-6.86103463173,-0.0206327438354,-0.24118065834,-0.6147813797,-0.220547914505,-0.594148635864,-0.373600721359,1.72832715774,1.63165576521,3.61610206506,spec-55860-B6001_sp05-095.fits
40,605096,J220826.75+292310.5,2011-10-25,55860.0,B6001,5.0,96.0,332.111479,29.386276,1.68,39.33,50.63,74.06,47.6,Star,STAR,G5,ugrizjh,16.93,15.1,14.45,14.24,14.12,13.21,12.79,PILOT,Obj,SDSS_S_Y,,13.61,10.36,3.741,0.536,5427.62,155.57,0.212,0.312,3657221.0,-7.64104902744,-7.69943058491,-7.49743044376,-7.14748442173,0.0583815574646,-0.143618583679,-0.493564605713,-0.202000141144,-0.551946163177,-0.349946022034,1.7603016093,1.28005941244,4.82562924587,spec-55860-B6001_sp05-096.fits
41,605097,J220835.92+290622.2,2011-10-25,55860.0,B6001,5.0,97.0,332.149675,29.106169,1.87,16.01,17.39,22.68,13.74,Star,STAR,F9,ugrizjh,17.55,16.18,15.67,15.48,15.37,14.61,14.21,PILOT,Obj,SDSS_S_Y,,-80.03,16.69,3.642,0.667,5430.03,294.12,-0.496,0.656,983265.875,-6.36913180351,-6.27473652363,-5.95272660255,-5.52801847458,-0.0943952798843,-0.416405200958,-0.841113328934,-0.322009921074,-0.746718049049,-0.424708127975,2.43777589383,0.981420489576,2.23216195362,spec-55860-B6001_sp05-097.fits
42,605098,J220929.01+291117.2,2011-10-25,55860.0,B6001,5.0,98.0,332.370882,29.188135,2.07,34.66,40.56,53.51,33.36,Star,STAR,F9,ugrizjh,16.58,14.96,14.41,14.24,14.15,13.26,12.99,PILOT,Obj,SDSS_S_Y,,5.82,11.36,3.985,0.542,5676.46,194.14,0.08,0.354,2972791.5,-7.4924570322,-7.44552135468,-7.21244573593,-6.81907653809,-0.0469356775284,-0.280011296272,-0.673380494118,-0.233075618744,-0.626444816589,-0.393369197845,2.07570826379,1.5522113031,4.25936712591,spec-55860-B6001_sp05-098.fits
43,605100,J220836.64+291934.8,2011-10-25,55860.0,B6001,5.0,100.0,332.152684,29.326353,1.47,28.83,29.69,38.77,24.34,Star,STAR,F9,ugrizjh,17.14,15.62,15.02,14.78,14.72,13.79,13.46,PILOT,Obj,SDSS_S_Y,,-4.24,14.8,3.423,0.67,5355.66,225.26,-0.456,0.53,1995121.875,-6.99231386185,-6.98871731758,-6.82927846909,-6.50386333466,-0.00359654426575,-0.163035392761,-0.488450527191,-0.159438848495,-0.484853982925,-0.32541513443,1.69942274626,1.18720479727,2.59706727748,spec-55860-B6001_sp05-100.fits
44,605101,J221125.88+295506.8,2011-10-25,55860.0,B6001,5.0,101.0,332.857849,29.918575,0.0,23.71,40.8,70.71,50.38,Star,STAR,K5,ugrizjh,17.57,15.26,14.32,13.95,13.76,12.69,12.14,PILOT,Obj,SDSS_S_Y,,31.89,7.4,4.644,0.263,4590.96,82.08,-0.057,0.238,3067837.5,-7.14225888252,-7.42814779282,-7.51012146473,-7.29439973831,0.285888910294,0.367862582207,0.152140855789,0.0819736719131,-0.133748054504,-0.215721726418,1.02316038047,1.13362923398,4.68196554521,spec-55860-B6001_sp05-101.fits
45,605102,J221138.07+294026.0,2011-10-25,55860.0,B6001,5.0,102.0,332.908654,29.673893,1.62,20.93,21.91,28.61,17.21,Star,STAR,F2,ugrizjh,15.54,14.36,13.93,13.8,13.76,12.96,12.73,PILOT,Obj,SDSS_S_Y,,-26.66,21.25,4.4,0.682,6267.93,286.5,0.02,0.609,1577509.125,-6.91262960434,-6.73563539982,-6.44309401512,-5.97280800343,-0.176994204521,-0.469535589218,-0.939821600914,-0.292541384697,-0.762827396393,-0.470286011696,2.12257543459,2.36609985944,3.03095609419,spec-55860-B6001_sp05-102.fits
