,cAll,cB,cV,cR,cI,lHa,lHb,lHg,FILENAME,DESIG,teff
0,1551849.5,-6.29955709,-6.489995122,-6.594833136,-6.351343393,0.901880223,0.07102943,2.251220919,spec-55860-B6001_sp05-006.fits,J221202.24+291221.8,4945.4
1,1336066.75,-6.458557248,-6.471859813,-6.295272708,-5.85660696,1.704826347,1.398878996,4.340278968,spec-55860-B6001_sp05-015.fits,J221158.44+291659.5,5620.9
2,5724380.5,-8.407077789,-7.755203843,-7.626614571,-7.30294466,2.564902469,2.32086529,5.296451317,spec-55860-B6001_sp05-017.fits,J221143.15+291517.7,6422.77
3,13131002,-9.214695692,-8.968666792,-8.638569117,-8.179927468,2.304839008,2.336379544,4.184953038,spec-55860-B6001_sp05-022.fits,J221103.75+290739.6,6217.99
4,621696,-5.71667254,-5.637941957,-5.248060822,-4.758499265,3.647408484,2.658527246,4.127701151,spec-55860-B6001_sp05-024.fits,J221126.81+290400.2,5989.04
5,2038788.125,-7.14825511,-6.817086339,-6.506677866,-6.03128612,1.704261303,1.28188875,4.663711363,spec-55860-B6001_sp05-025.fits,J221145.08+291206.1,6351.08
6,6296111,-8.420236111,-8.146445751,-7.822704911,-7.365966439,2.411172738,2.373090556,4.81875748,spec-55860-B6001_sp05-027.fits,J220928.55+293205.6,6246.99
7,1478049.375,-6.63479805,-6.611446142,-6.42136991,-6.029851437,1.572843032,1.756357503,8.023624075,spec-55860-B6001_sp05-032.fits,J220846.50+292740.5,5664.22
8,2099641.5,-7.129470706,-6.961046457,-6.749463081,-6.357164383,2.136011431,2.09702615,5.949470822,spec-55860-B6001_sp05-039.fits,J220932.98+293234.9,5913.36
9,2975171,-7.596324682,-7.315318584,-7.027004957,-6.591679454,2.232206497,2.678305594,6.520482352,spec-55860-B6001_sp05-041.fits,J220919.66+293527.3,6237.48
10,1946473.625,-6.973805428,-6.941525936,-6.763028502,-6.415336132,1.923978561,1.540776936,3.586911568,spec-55860-B6001_sp05-044.fits,J220951.37+292907.3,5498.79
11,3754397.5,-7.597686052,-7.669513226,-7.569610476,-7.264975309,1.578897224,1.173796506,5.586827285,spec-55860-B6001_sp05-049.fits,J221016.11+292845.2,5068.23
12,4179676,-7.614737749,-7.798866034,-7.720972896,-7.457336187,1.131113592,1.113257194,3.124193132,spec-55860-B6001_sp05-051.fits,J220820.62+295208.5,4748.35
13,463014.75,-5.414106846,-5.410875082,-5.250203609,-4.782864749,1.993994507,3.399125107,3.593151279,spec-55860-B6001_sp05-053.fits,J220850.14+294539.1,5779.92
14,6099972,-8.206453323,-8.182356954,-8.022120595,-7.705338597,1.629156218,1.406726268,2.811147521,spec-55860-B6001_sp05-054.fits,J220742.65+294455.3,5356.02
15,10202404,-8.816996217,-8.756580949,-8.53802681,-8.15979898,1.7566363,1.355709905,3.859729846,spec-55860-B6001_sp05-055.fits,J220906.63+295318.1,5677.04
16,6774000,-8.315312266,-8.321133852,-8.144321442,-7.777953148,1.622283218,1.365515291,5.116263212,spec-55860-B6001_sp05-056.fits,J220845.31+295032.8,5418.07
17,1922078.5,-6.938706636,-6.942315102,-6.790477633,-6.453547478,1.591605778,0.890890001,4.005910876,spec-55860-B6001_sp05-057.fits,J220816.21+294541.1,5333.94
18,1589158.5,-6.757349968,-6.768007874,-6.576767564,-6.182090044,1.09668487,1.396941058,4.599720412,spec-55860-B6001_sp05-059.fits,J220816.03+294838.0,5369.42
19,1377196.25,-6.409493685,-6.61462605,-6.57058835,-6.264888644,1.030036938,0.855688545,4.796130045,spec-55860-B6001_sp05-062.fits,J220856.69+294845.5,4935.01
20,1914316.75,-7.146655321,-6.903712153,-6.608017683,-6.168299317,2.300338455,1.896089703,0.172113051,spec-55860-B6001_sp05-063.fits,J220752.63+295102.6,5989.8
21,7513349,-8.58396709,-8.412402868,-8.128201365,-7.706950307,2.114312886,1.984534979,4.743488272,spec-55860-B6001_sp05-064.fits,J220726.43+295034.9,5951.02
22,1465921.5,-6.680620909,-6.638488173,-6.470035911,-6.095683575,1.796301002,1.300948048,4.859577641,spec-55860-B6001_sp05-066.fits,J220843.41+295150.1,5227.63
23,1253774.875,-6.64863646,-6.442450881,-6.154583693,-5.703676343,2.551744832,2.288089803,5.946687318,spec-55860-B6001_sp05-067.fits,J220826.73+294653.4,6030.01
24,2101242,-7.12002039,-7.059628963,-6.85217917,-6.47913754,1.457580003,1.080892071,2.486749941,spec-55860-B6001_sp05-074.fits,J220747.06+294829.3,5627.62
25,6156524,-8.451907635,-8.135359883,-7.783248425,-7.32693553,2.438307439,2.664643605,5.220457072,spec-55860-B6001_sp05-075.fits,J220733.39+294516.3,6581.9
26,1922623.25,-7.091676593,-6.928785443,-6.666747928,-6.254304647,2.447473075,2.256892694,4.241840561,spec-55860-B6001_sp05-078.fits,J220842.74+290907.0,5895.12
27,3366935.5,-7.623223066,-7.546227574,-7.349447012,-7.006761432,1.293224879,0.823152703,4.134183961,spec-55860-B6001_sp05-081.fits,J220852.16+291056.2,5373.99
28,4094325.25,-7.885231376,-7.738372087,-7.504157424,-7.115808725,2.240446215,2.17716625,4.380728912,spec-55860-B6001_sp05-082.fits,J220917.04+291325.5,5920.03
29,4390942,-8.03647995,-7.817366123,-7.512715459,-7.083491683,2.220393329,2.360233113,4.439190185,spec-55860-B6001_sp05-083.fits,J220923.57+292039.2,6338.41
30,1982526.875,-7.089580894,-6.991040111,-6.734113693,-6.337169409,1.999040198,1.926573948,2.365301809,spec-55860-B6001_sp05-084.fits,J220900.15+291347.1,5671.05
31,4693906,-7.642257214,-7.87727356,-7.929151654,-7.720450163,0.53741605,1.295658164,4.0610723,spec-55860-B6001_sp05-085.fits,J220937.61+291505.2,4815.98
32,3377396.5,-7.485706806,-7.537352443,-7.435771227,-7.183392644,1.8789448,1.386612608,3.846180723,spec-55860-B6001_sp05-086.fits,J220806.49+292012.1,5253.85
33,2738254,-7.481836677,-7.300153971,-7.054319382,-6.636387706,2.270253749,1.976910981,5.587776232,spec-55860-B6001_sp05-087.fits,J220805.68+291758.1,6020.77
34,2725076,-7.081555128,-7.373560071,-7.315702438,-7.069019675,0.891103851,1.534783265,4.25319468,spec-55860-B6001_sp05-088.fits,J220841.55+292303.5,4899.12
35,671767.9375,-5.7577914,-5.835061073,-5.686351657,-5.414200425,1.290949693,1.669109222,3.542733442,spec-55860-B6001_sp05-089.fits,J220858.60+291624.9,5344.89
36,2416424.5,-7.190711498,-7.219676375,-7.069917321,-6.721792817,1.725748819,1.563795385,2.846205187,spec-55860-B6001_sp05-091.fits,J220940.37+290640.2,5330.64
37,1017001.875,-6.045495272,-6.240966916,-6.240128875,-6.046754122,1.068887074,0.717057258,5.56605231,spec-55860-B6001_sp05-093.fits,J220843.86+291358.5,4870.22
38,711856.9375,-6.117492914,-5.919063091,-5.503893495,-5.028319359,1.549091901,2.893704772,6.339662509,spec-55860-B6001_sp05-094.fits,J220927.98+290305.5,5696.54
39,2969118.25,-7.475816011,-7.455183268,-7.234635353,-6.861034632,1.728327158,1.631655765,3.616102065,spec-55860-B6001_sp05-095.fits,J220901.01+290525.7,5491.32
40,3657221,-7.641049027,-7.699430585,-7.497430444,-7.147484422,1.760301609,1.280059412,4.825629246,spec-55860-B6001_sp05-096.fits,J220826.75+292310.5,5427.62
41,983265.875,-6.369131804,-6.274736524,-5.952726603,-5.528018475,2.437775894,0.98142049,2.232161954,spec-55860-B6001_sp05-097.fits,J220835.92+290622.2,5430.03
42,2972791.5,-7.492457032,-7.445521355,-7.212445736,-6.819076538,2.075708264,1.552211303,4.259367126,spec-55860-B6001_sp05-098.fits,J220929.01+291117.2,5676.46
43,1995121.875,-6.992313862,-6.988717318,-6.829278469,-6.503863335,1.699422746,1.187204797,2.597067277,spec-55860-B6001_sp05-100.fits,J220836.64+291934.8,5355.66
44,3067837.5,-7.142258883,-7.428147793,-7.510121465,-7.294399738,1.02316038,1.133629234,4.681965545,spec-55860-B6001_sp05-101.fits,J221125.88+295506.8,4590.96
45,1577509.125,-6.912629604,-6.7356354,-6.443094015,-5.972808003,2.122575435,2.366099859,3.030956094,spec-55860-B6001_sp05-102.fits,J221138.07+294026.0,6267.93
46,1551765.125,-6.671739817,-6.779312491,-6.651471257,-6.280231476,1.642310954,1.084162861,4.158550649,spec-55860-B6001_sp05-107.fits,J221150.75+295316.2,5058.92
47,836103.3125,-5.974497199,-6.057980061,-5.9767735,-5.654381514,0.845038181,0.86119772,3.168697274,spec-55860-B6001_sp05-109.fits,J221057.52+294700.9,5167.48
48,1027328.188,-5.570098758,-6.147024035,-6.412746906,-6.371287107,0.517048639,1.379238409,-7.838200862,spec-55860-B6001_sp05-113.fits,J221054.48+295303.7,4258.56
49,1171151.125,-6.053006053,-6.417379975,-6.471040845,-6.255757213,0.506186481,1.181867797,-1.924483332,spec-55860-B6001_sp05-118.fits,J221146.05+294347.1,4730.87
50,2499286,-7.268025279,-7.255147099,-7.058808804,-6.714345813,1.677953949,1.230569822,2.950344167,spec-55860-B6001_sp05-120.fits,J221149.52+295130.9,5519.91
51,2612790.25,-7.363840938,-7.285134196,-7.072106004,-6.703160405,1.783840108,2.009472464,5.75873235,spec-55860-B6001_sp05-123.fits,J221208.59+293736.0,5748.62
52,2462723,-7.248553038,-7.163562775,-7.04328239,-6.721593142,1.89204888,1.520012961,1.793912295,spec-55860-B6001_sp05-124.fits,J221112.10+295324.6,5579.29
53,1765915,-6.839927435,-6.856499314,-6.728151441,-6.371617317,1.214186136,0.465076692,5.189637113,spec-55860-B6001_sp05-125.fits,J221156.14+294809.8,5214.02
54,1136549.125,-6.451459527,-6.411826611,-6.20146811,-5.798768997,1.976064509,2.029206083,4.784413447,spec-55860-B6001_sp05-128.fits,J221111.60+292955.1,5693.69
55,1827531.25,-7.041506171,-6.875756383,-6.639506221,-6.244058013,2.640183236,2.07588294,2.870829704,spec-55860-B6001_sp05-129.fits,J221142.16+293115.5,5976.35
56,4350632,-7.929430604,-7.833032012,-7.602398396,-7.231227756,2.128669489,1.301646576,4.812839131,spec-55860-B6001_sp05-130.fits,J221137.38+292829.3,5759.39
57,1240709.5,-6.610913873,-6.519138813,-6.246522665,-5.832518339,2.523556219,2.024708642,4.084636185,spec-55860-B6001_sp05-131.fits,J221155.04+292710.5,5946.44
58,1816854.5,-6.93888247,-6.939804554,-6.724873781,-6.344171166,1.91178488,1.067527523,3.897470822,spec-55860-B6001_sp05-134.fits,J221054.70+292154.7,5586.21
59,995388.1875,-6.378304958,-6.244276166,-6.011748314,-5.582302809,1.738996861,1.835135882,3.178987195,spec-55860-B6001_sp05-137.fits,J221028.14+293032.6,5574.24
60,953487.25,-6.189470291,-6.195780635,-6.087093353,-5.737475753,1.117408336,1.056869457,1.744349327,spec-55860-B6001_sp05-139.fits,J221201.47+292747.3,5191.06
61,656545.625,-5.219471455,-5.504202843,-5.988134742,-5.864621401,0.966547903,1.191288109,1.210272575,spec-55860-B6001_sp05-140.fits,J221045.39+292746.6,4504.23
62,4412624,-7.850888371,-7.839767337,-7.688581944,-7.386006713,1.729249648,1.460714108,5.368501087,spec-55860-B6001_sp05-143.fits,J221048.03+292450.8,5461.85
63,3195012.5,-7.545275092,-7.502371073,-7.308911681,-6.982248425,1.799347859,0.934428843,2.702034956,spec-55860-B6001_sp05-145.fits,J221020.50+292422.1,5384.23
64,1835962.125,-6.985489726,-6.90638721,-6.689260006,-6.294395924,1.606579879,0.970917534,3.590078522,spec-55860-B6001_sp05-151.fits,J220945.73+294540.5,5568.84
65,1609247.75,-6.837314963,-6.743929982,-6.536989212,-6.145203114,1.993497219,0.792247976,2.063294533,spec-55860-B6001_sp05-152.fits,J220928.31+294541.2,5341
66,712451,-6.043044925,-5.867711306,-5.618456006,-5.21138072,2.316722748,2.462361018,3.172622804,spec-55860-B6001_sp05-155.fits,J221028.06+294401.6,5916.09
67,2193326.75,-7.019103765,-7.047058344,-6.932318807,-6.663792729,0.84882587,0.126807283,-0.213391514,spec-55860-B6001_sp05-157.fits,J220932.98+294825.6,4742.98
68,3320103.5,-7.326985002,-7.548926473,-7.53880024,-7.294814587,0.934378127,1.458715883,4.745617351,spec-55860-B6001_sp05-158.fits,J220953.54+295111.7,4848.53
69,3450423.5,-7.751441002,-7.584215999,-7.274128199,-6.838101149,1.972337956,1.727612849,2.39853144,spec-55860-B6001_sp05-159.fits,J221040.17+295043.3,5778.71
70,1625912.25,-6.997759342,-6.717661619,-6.396740675,-5.930887461,2.243512683,2.565556011,3.701618894,spec-55860-B6001_sp05-160.fits,J220924.05+294214.0,6227.48
71,1112219.25,-6.455480456,-6.392059922,-6.143205762,-5.718544126,2.222056381,1.533239831,2.288875187,spec-55860-B6001_sp05-161.fits,J220941.24+294757.4,5603.55
72,4815716,-7.893824577,-7.948563695,-7.84116745,-7.502045035,1.282836609,1.293755891,3.337591078,spec-55860-B6001_sp05-164.fits,J220942.64+293801.6,5235.34
73,4498065,-7.918236256,-7.89059341,-7.66841054,-7.313225865,2.032673648,1.512342877,4.378104069,spec-55860-B6001_sp05-165.fits,J221021.63+295455.4,5649.87
74,703691.125,-5.688324571,-5.885129571,-5.820753574,-5.555495024,0.558003182,-0.241886826,-1.484063515,spec-55860-B6001_sp05-166.fits,J221002.23+294132.6,4594.34
75,1952457.375,-7.068988085,-6.932563186,-6.711171865,-6.346794367,2.045230209,1.315684276,3.131837045,spec-55860-B6001_sp05-168.fits,J221014.91+294013.7,5724.82
76,1301464.5,-6.589574218,-6.550812721,-6.330946684,-5.934070349,1.519308576,0.539864425,7.406256552,spec-55860-B6001_sp05-169.fits,J221001.31+294744.4,5525.71
77,10429513,-8.936818242,-8.759804368,-8.4698838,-8.076450825,2.507966687,2.071472407,4.395529173,spec-55860-B6001_sp05-172.fits,J221018.14+295010.2,6188.81
78,3643200.75,-7.506915927,-7.60781467,-7.523134351,-7.307629585,1.344569012,0.617357304,2.083201057,spec-55860-B6001_sp05-173.fits,J221039.61+294728.8,4850.7
79,2149806,-6.951732039,-7.088772058,-6.980640888,-6.688222885,0.926052217,0.916490242,5.099791095,spec-55860-B6001_sp05-174.fits,J220918.60+295639.1,4972.54
80,673536.75,-5.389390588,-5.792201161,-5.898881555,-5.657152534,0.75067981,-0.122585966,-15.47053442,spec-55860-B6001_sp05-175.fits,J220955.35+295359.6,4288.94
81,2515854.5,-7.29603529,-7.24475503,-7.029750943,-6.654248834,1.920010635,1.715757404,4.366797778,spec-55860-B6001_sp05-177.fits,J220559.74+294852.6,5866.2
82,3163509,-7.6085186,-7.443209887,-7.21414268,-6.818075776,2.089780945,2.009899604,4.995372026,spec-55860-B6001_sp05-178.fits,J220653.11+294257.6,5970.32
83,1599145,-6.813104153,-6.747389436,-6.531649232,-6.134589911,1.701305626,1.67464841,0.250569918,spec-55860-B6001_sp05-179.fits,J220632.94+295005.8,5764.72
84,1297252.25,-6.279271841,-6.554087996,-6.504850388,-6.216712594,0.948532538,0.787817311,4.456949846,spec-55860-B6001_sp05-180.fits,J220644.02+294512.9,4747.12
85,5766507.5,-7.89707303,-8.128713965,-8.104274273,-7.899572849,0.856640287,0.319190366,-0.373103265,spec-55860-B6001_sp05-182.fits,J220610.51+294233.6,4744.3
86,1347994.75,-6.397075057,-6.555801034,-6.500627995,-6.213122606,0.603841766,0.637253879,2.625110216,spec-55860-B6001_sp05-183.fits,J220627.14+294754.8,4918.34
87,1225203,-6.33232832,-6.359746456,-6.326037049,-6.089318395,1.154352763,0.422527873,0.122516861,spec-55860-B6001_sp05-186.fits,J220508.45+294807.8,4807.79
88,1442326.5,-6.629162431,-6.620596051,-6.463116407,-6.125977635,1.245891291,2.28225642,2.759778624,spec-55860-B6001_sp05-187.fits,J220551.63+295211.1,5376.43
89,5305948,-7.853524685,-8.019096851,-8.016337752,-7.773338556,1.160820068,1.002448028,3.868811227,spec-55860-B6001_sp05-190.fits,J220654.73+295055.5,4988.81
90,3233977,-7.353849411,-7.505130172,-7.420600653,-7.164509296,1.187074331,0.926137554,3.703377831,spec-55860-B6001_sp05-191.fits,J220536.18+294801.2,4877.06
91,779217.875,-6.123770475,-5.790071487,-5.540724397,-5.078337193,1.591932601,3.28119643,2.7131834,spec-55860-B6001_sp05-192.fits,J220638.39+295425.3,6656.91
92,797335.375,-5.796431899,-5.963354111,-5.906647444,-5.593862534,0.821761759,0.662565629,3.276389225,spec-55860-B6001_sp05-195.fits,J220603.58+294049.4,5240.29
93,4239556,-7.679675221,-7.820403576,-7.695065141,-7.398593426,1.292017073,1.059938474,2.91726502,spec-55860-B6001_sp05-198.fits,J220609.83+295242.1,5069.57
94,880696.5,-6.100594997,-6.06025219,-5.841568708,-5.446682572,1.802121824,-0.030129263,4.76927273,spec-55860-B6001_sp05-199.fits,J220522.23+294610.3,5574.11
95,1556229.75,-6.590787172,-6.676574349,-6.594011784,-6.27055645,1.37698157,0.861582644,-0.566351206,spec-55860-B6001_sp05-200.fits,J220538.36+294037.4,5369.37
96,2565009.5,-7.321599722,-7.213671207,-6.986042261,-6.562626362,1.519781507,1.884363893,4.21178871,spec-55860-B6001_sp05-201.fits,J220734.11+290816.1,5648.37
97,902743.25,-5.949902534,-6.031002998,-5.933611989,-5.610620975,0.712196582,0.229794518,2.281644329,spec-55860-B6001_sp05-202.fits,J220809.71+291239.4,4822.1
98,1228471.5,-6.438530087,-6.354140639,-6.167384386,-5.787937045,1.904222356,1.173640249,1.658424229,spec-55860-B6001_sp05-207.fits,J220754.21+291131.7,5741.95
99,3276311,-7.638297677,-7.468161583,-7.182074189,-6.737109423,2.302442779,2.266509639,3.515041803,spec-55860-B6001_sp05-209.fits,J220732.20+291637.0,6050.37
100,12037626,-9.069117308,-8.905277252,-8.621181846,-8.187696934,2.084085796,2.018118566,4.131298943,spec-55860-B6001_sp05-212.fits,J220707.25+292353.3,6008.17
101,1553623.5,-6.648891568,-6.588226557,-6.418602467,-6.032062173,1.898156101,2.213559907,2.643086812,spec-55860-B6001_sp05-215.fits,J220713.93+291657.9,5859.24
102,2304599,-7.189445496,-6.953569055,-6.713984013,-6.298857331,1.095832241,1.042300428,1.158378518,spec-55860-B6001_sp05-217.fits,J220747.73+291819.6,5851.86
103,1358902,-6.571358442,-6.227037907,-5.980706215,-5.472133756,2.890027379,3.299971623,5.581260597,spec-55860-B6001_sp05-218.fits,J220636.25+292253.6,6464.22
104,4391784.5,-7.945193052,-7.759673595,-7.470724583,-7.031905055,2.627015188,2.472307255,5.578793211,spec-55860-B6001_sp05-222.fits,J220725.92+292058.4,6238.21
105,2523656.5,-7.261523008,-7.007690668,-6.776046157,-6.337382197,1.840766175,1.553615605,4.208165083,spec-55860-B6001_sp05-226.fits,J220721.98+293424.4,6201.07
106,3730354.5,-7.537010312,-7.570719719,-7.429162264,-7.109678984,1.688807687,1.208958739,4.08508177,spec-55860-B6001_sp05-232.fits,J220732.07+293334.6,5422.61
107,5493952,-8.355100155,-7.809090018,-7.318294048,-6.671780944,2.130785841,2.05314727,10.1642714,spec-55860-B6001_sp05-242.fits,J220657.50+293309.3,8594.38
108,4296516,-7.858169079,-7.817525268,-7.610129118,-7.205812335,1.882600333,1.790297699,2.83962907,spec-55860-B6001_sp16-001.fits,J220159.89+314732.0,5719.84
109,2781588.75,-6.904986501,-7.280248404,-7.432122827,-7.237110734,0.417008911,1.326921117,-5.09335054,spec-55860-B6001_sp16-006.fits,J220130.92+314904.0,4347.92
110,3944213.5,-7.700563669,-7.649375796,-7.574158311,-7.247549891,1.938273437,1.360547964,2.973159295,spec-55860-B6001_sp16-007.fits,J220227.28+315731.2,5813.11
111,2597140.5,-7.253097892,-7.220877409,-7.112793922,-6.764449477,2.046335098,1.152633789,-0.266225502,spec-55860-B6001_sp16-009.fits,J220150.80+315543.1,5483.26
112,3921154.5,-7.679282427,-7.697008252,-7.594059706,-7.249487042,1.396196679,0.535948341,1.745897115,spec-55860-B6001_sp16-010.fits,J220216.09+314956.7,5465.23
113,3845870.5,-7.628293037,-7.687876225,-7.60029912,-7.261989713,1.884870088,1.708131178,3.665104672,spec-55860-B6001_sp16-012.fits,J220245.54+315249.2,5261.79
114,4228514,-7.90178895,-7.76376605,-7.527722716,-7.106764913,2.265437263,1.178460082,2.188713124,spec-55860-B6001_sp16-015.fits,J220111.68+315234.2,6001.11
115,9762666,-8.723518848,-8.674378395,-8.500428796,-8.180341125,1.760323243,2.08631958,2.832673829,spec-55860-B6001_sp16-016.fits,J220235.56+315753.6,5832.04
116,13549576,-8.991255164,-9.075424075,-8.954028487,-8.645094633,1.542490803,1.360311774,5.402864994,spec-55860-B6001_sp16-019.fits,J220119.98+315325.5,5542.03
117,5619367,-8.030431271,-8.078212142,-7.992820144,-7.688847184,1.389711634,0.977004098,4.235904081,spec-55860-B6001_sp16-021.fits,J220206.23+320352.4,5456.1
118,9440995,-8.212021589,-8.628847599,-8.720080853,-8.595166802,0.53853218,0.22013672,1.642563034,spec-55860-B6001_sp16-022.fits,J220219.30+320031.8,4472.6
119,8632927,-8.663361669,-8.533137441,-8.305435181,-7.942787409,2.105335748,2.554091085,3.002058094,spec-55860-B6001_sp16-024.fits,J220300.23+315100.5,5995.54
120,12442124,-9.048966765,-8.971312046,-8.74581933,-8.349144459,1.870786157,2.373832313,4.173813587,spec-55860-B6001_sp16-028.fits,J220427.83+322909.9,5710.49
121,2658923.5,-7.366139293,-7.300656438,-7.099095583,-6.665055752,1.203405616,1.761567358,5.993730234,spec-55860-B6001_sp16-029.fits,J220522.39+323107.9,5418.04
122,5794691,-8.145031333,-8.11555922,-7.957880497,-7.603974342,1.975629555,1.225165335,0.935937425,spec-55860-B6001_sp16-032.fits,J220344.02+322510.9,5645.63
123,2769700,-7.319540977,-7.321645021,-7.18157351,-6.780004501,0.68543222,1.086325607,2.650715801,spec-55860-B6001_sp16-033.fits,J220331.94+322853.9,5611.23
124,4120675.75,-7.884642482,-7.744734287,-7.533844113,-7.085956931,2.047166122,1.687976755,5.539904537,spec-55860-B6001_sp16-034.fits,J220517.84+323747.1,5824.42
125,2639943,-7.28510201,-7.287815213,-7.114970684,-6.68063283,1.912511263,0.846322768,0.333676278,spec-55860-B6001_sp16-040.fits,J220432.75+322612.1,4827.63
126,11993852,-9.124719501,-8.858960867,-8.577622175,-8.139820099,2.24319415,2.737469219,5.989038273,spec-55860-B6001_sp16-041.fits,J220432.98+323501.3,6250.26
127,2932129.75,-7.197678685,-7.366613746,-7.350308299,-7.143186927,1.282603436,1.478814812,3.304405701,spec-55860-B6001_sp16-042.fits,J220353.03+322956.6,5177.41
128,1866812.125,-6.786926389,-6.898040175,-6.858323216,-6.509175301,0.626354186,1.560378601,4.109159027,spec-55860-B6001_sp16-043.fits,J220408.95+322123.4,4969.54
129,3772500.25,-7.724453807,-7.6245296,-7.46915102,-7.098059654,1.887888357,2.22875391,0.523522115,spec-55860-B6001_sp16-044.fits,J220417.67+323155.8,5753.82
130,2267345.5,-6.965559125,-7.065894604,-7.038903236,-6.794495583,0.697766095,1.13378231,-0.04736387,spec-55860-B6001_sp16-045.fits,J220452.24+324002.3,4758.29
131,2596616.25,-6.860800982,-7.171698809,-7.311266065,-7.139052153,-0.01717625,-0.9495145,-4.426592512,spec-55860-B6001_sp16-046.fits,J220535.70+324123.2,4448.17
132,6683671,-8.237365484,-8.289785981,-8.166053891,-7.859070301,1.345727168,1.590146173,3.037222369,spec-55860-B6001_sp16-048.fits,J220436.59+322257.2,5198
133,8895883,-8.353636861,-8.593703508,-8.591141701,-8.375600576,0.890954691,0.862583161,3.128359204,spec-55860-B6001_sp16-049.fits,J220510.57+322704.5,4866.6
134,8322598,-8.42838943,-8.496670723,-8.458987474,-8.186346293,0.868965611,1.233437376,0.953219359,spec-55860-B6001_sp16-050.fits,J220504.03+324221.5,4873.81
135,17327540,-9.365214109,-9.316475391,-9.130144715,-8.791811466,1.814785418,1.785476922,4.390772883,spec-55860-B6001_sp16-053.fits,J220604.83+322955.8,5548.33
136,15203128,-9.351378083,-9.133222699,-8.847905397,-8.415421844,2.082962062,2.148361892,1.991612566,spec-55860-B6001_sp16-054.fits,J220510.83+322232.9,6142.36
137,2699149,-7.325538993,-7.272936106,-7.135182619,-6.772098541,1.078170497,0.837836078,1.987924869,spec-55860-B6001_sp16-058.fits,J220714.79+321425.6,5212.49
138,2292073.75,-6.995600462,-7.148519158,-7.128512263,-6.699321866,1.541165477,1.386435481,4.472105161,spec-55860-B6001_sp16-062.fits,J220611.16+321940.4,4971.05
139,5117910,-7.739273906,-7.942037582,-8.000203967,-7.842569351,0.447826529,0.813811925,-1.359325465,spec-55860-B6001_sp16-063.fits,J220624.71+321700.3,4803.41
140,5299871,-8.191332817,-7.97578156,-7.761209011,-7.336394191,2.76149261,2.606466597,-0.321992796,spec-55860-B6001_sp16-066.fits,J220601.96+322407.7,6495.6
141,1829016.875,-6.880540848,-6.878588796,-6.74192667,-6.296998262,1.064030419,1.550405515,3.059256113,spec-55860-B6001_sp16-067.fits,J220541.81+323229.3,5200.27
142,3007967.5,-7.453873158,-7.416236997,-7.250850797,-6.845462322,1.697297935,1.021557292,0.489584759,spec-55860-B6001_sp16-069.fits,J220702.04+322016.9,5571.21
143,13282898,-9.106920362,-9.046307802,-8.812612295,-8.435345888,1.67818446,1.79126863,4.19858015,spec-55860-B6001_sp16-071.fits,J220532.76+321445.0,5659.85
144,5631207,-7.929726839,-8.082556725,-8.097302914,-7.840297818,0.574620542,0.775571628,0.033991996,spec-55860-B6001_sp16-074.fits,J220719.40+322348.3,4656.83
145,5086078,-7.761525512,-7.981299758,-7.953374386,-7.775735259,0.511810691,1.277913923,4.715857987,spec-55860-B6001_sp16-077.fits,J220307.23+315439.2,4945.19
146,4667316.5,-8.010280728,-7.853580117,-7.619343996,-7.272074819,2.276223768,2.417511685,2.403635571,spec-55860-B6001_sp16-079.fits,J220414.06+314853.4,6341.64
147,2945170,-7.463049889,-7.421531081,-7.230784893,-6.833427548,2.255505565,2.902594759,0.628937484,spec-55860-B6001_sp16-082.fits,J220427.91+320104.2,5888.89
148,1932195.125,-6.855881214,-6.910076737,-6.850692034,-6.588532925,2.934304011,0.685555956,2.081135419,spec-55860-B6001_sp16-083.fits,J220356.12+314525.8,5620.26
149,1828312,-6.588264108,-6.881401539,-6.918005347,-6.647126079,0.164237293,-0.868276426,4.85096908,spec-55860-B6001_sp16-084.fits,J220354.67+314657.3,4733.67
150,5864162,-8.039976954,-8.11106503,-8.035444021,-7.790472507,1.769981993,0.201809855,3.70188638,spec-55860-B6001_sp16-087.fits,J220332.19+320057.9,4855.12
151,24417594,-9.718552828,-9.715113044,-9.528148174,-9.196187258,1.824226455,1.981750874,5.467672011,spec-55860-B6001_sp16-088.fits,J220335.95+314427.6,5772.36
152,3796397.25,-7.747135162,-7.750762701,-7.432311177,-7.048143148,1.4219836,1.822304157,9.956265457,spec-55860-B6001_sp16-090.fits,J220359.71+320051.7,5717.63
153,2268691.5,-6.927031875,-7.093257904,-7.084318995,-6.829970479,1.319659416,0.155227724,2.013811263,spec-55860-B6001_sp16-096.fits,J220421.60+315329.7,5093.12
154,5201541,-7.626094222,-7.988564372,-8.067090511,-7.95383215,0.949226187,1.245586652,4.779094087,spec-55860-B6001_sp16-098.fits,J220318.81+314808.5,4769.71
155,5087820.5,-8.109186292,-7.933431268,-7.751825452,-7.346290946,1.77042062,1.930995293,5.131296167,spec-55860-B6001_sp16-104.fits,J220810.46+322148.1,5960.57
156,2539183.25,-7.088354826,-7.221597433,-7.212032676,-6.898468733,0.499526125,0.69970131,5.214997855,spec-55860-B6001_sp16-108.fits,J220802.77+321117.1,5026.73
157,6023114.5,-8.205751777,-8.18104744,-8.010946512,-7.643960714,1.551760976,1.137585457,4.024098802,spec-55860-B6001_sp16-114.fits,J220805.47+321355.4,5474.14
