,cAll,cB,cV,cR,cI,lHa,lHb,lHg,FILENAME,DESIG,teff
1422,841812.875,-5.994697809,-6.086314917,-5.954324007,-5.612388849,1.240254692,1.145482633,1.784655547,spec-55862-B6202_sp12-210.fits,J234348.42+322419.4,5152.06
1423,1024211.125,-6.34028852,-6.277706623,-6.040788293,-5.653790832,1.805930844,1.097973766,5.049723851,spec-55862-B6202_sp12-214.fits,J234314.19+323421.8,5560.77
1424,157044.4063,-4.07531172,-4.110764861,-4.158177078,-3.90681088,1.752843466,1.734383546,1.796949145,spec-55862-B6202_sp12-215.fits,J234400.29+323404.7,5239.8
1425,560254.375,-5.457835794,-5.58195591,-5.522937179,-5.283751488,1.415892611,0.411081969,-1.732063612,spec-55862-B6202_sp12-220.fits,J234237.60+322805.2,4761.32
1426,1058814.625,-6.412847638,-6.324657202,-6.04183495,-5.617878437,2.14488179,2.034587318,5.936134612,spec-55862-B6202_sp12-221.fits,J234346.64+324021.6,5869.97
1427,302202.5313,-4.898976088,-4.979999959,-4.829514325,-4.449728727,0.794713069,0.229868117,-5.740654486,spec-55862-B6202_sp12-225.fits,J234249.28+322938.9,5145.21
1428,1857583,-7.094656825,-6.841654181,-6.523501277,-6.110602617,1.977787709,1.954120625,4.806021113,spec-55862-B6202_sp12-228.fits,J233901.59+332745.4,5856.02
1429,381420.6875,-5.238164663,-5.183071494,-4.968282282,-4.636051655,1.88304636,1.341562498,4.016926788,spec-55862-B6202_sp12-229.fits,J233822.57+332825.6,5504.76
1430,264137.125,-4.640201032,-4.779436588,-4.718624353,-4.432737827,0.986854182,1.610974286,-0.285336508,spec-55862-B6202_sp12-230.fits,J233811.95+333309.9,5113.85
1431,2103116.25,-7.248022556,-6.982976794,-6.665373445,-6.200879812,2.239817389,2.139020084,5.385638972,spec-55862-B6202_sp12-233.fits,J233803.45+333541.3,6148.38
1432,464941.5313,-5.484244227,-5.43391645,-5.175226927,-4.778738022,1.890427775,1.850540297,5.905413122,spec-55862-B6202_sp12-234.fits,J233839.11+332829.2,5454.13
1433,1344905.375,-6.75937295,-6.542179585,-6.200097203,-5.734451413,2.574117293,2.284973884,4.548151406,spec-55862-B6202_sp12-236.fits,J233741.77+331956.1,6367.71
1434,2357925.25,-7.105748653,-7.188664675,-7.050337791,-6.699969769,0.962158088,0.914359155,3.259408297,spec-55862-B6202_sp12-249.fits,J233828.88+332116.7,5184.65
1435,1471257.5,-6.839736104,-6.592763066,-6.308131814,-5.825237632,2.236198827,2.426797586,4.680061025,spec-55862-B6202_sp13-001.fits,J234348.76+320150.8,6177.47
1436,186999.9375,-4.12864387,-3.835017383,-4.530030787,-4.271046221,0.275620772,-1.466465145,-23.94744023,spec-55862-B6202_sp13-004.fits,J234404.06+315510.3,4003.68
1437,422185.875,-5.452804565,-5.263288617,-5.018958449,-4.518060982,2.475505863,2.425424507,5.638883987,spec-55862-B6202_sp13-005.fits,J234353.96+314927.9,6256.71
1438,588432.5625,-5.863455534,-5.598034859,-5.33064425,-4.792939723,2.567427244,1.847897995,5.7298067,spec-55862-B6202_sp13-006.fits,J234434.58+314447.4,6131.04
1439,305557.875,-4.848003387,-4.980553985,-4.922952652,-4.484163821,2.101752322,0.574911825,7.526010364,spec-55862-B6202_sp13-008.fits,J234421.97+314616.5,5185.31
1440,202697.5781,-4.479983151,-4.510237873,-4.386590421,-3.859623373,1.805643757,0.094160294,4.41638892,spec-55862-B6202_sp13-012.fits,J234530.45+314528.7,5045.31
1441,295251.1875,-4.840785265,-4.865307212,-4.80774045,-4.403718114,1.257106348,0.131435084,2.395228515,spec-55862-B6202_sp13-017.fits,J234424.38+315703.0,5300.88
1442,590127.875,-5.518434644,-5.678313375,-5.614863634,-5.290009975,1.285937791,1.278716669,1.675568582,spec-55862-B6202_sp13-026.fits,J234412.88+314442.6,5152.5
1443,277114.4375,-4.940131605,-4.85412389,-4.623577297,-4.129832387,1.785146865,2.252100177,-0.007160332,spec-55862-B6202_sp13-028.fits,J234522.67+312906.9,5916.65
1444,1345515.75,-6.43244803,-6.567443013,-6.460593939,-6.169276834,1.515490919,0.456881219,3.370775113,spec-55862-B6202_sp13-029.fits,J234430.03+313639.6,4961.26
1445,974079,-5.678802729,-6.130616069,-6.323370337,-6.190257669,0.445391686,0.495014077,1.893986669,spec-55862-B6202_sp13-036.fits,J234435.99+313910.6,4372.61
1446,418236.9375,-5.396406055,-5.27526319,-5.031740665,-4.582569003,2.312387579,1.780309287,7.169640705,spec-55862-B6202_sp13-039.fits,J234449.39+314510.0,6077.99
1447,938347.75,-6.2949121,-6.155906916,-5.8857131,-5.448126197,2.109810851,1.925683533,4.176969024,spec-55862-B6202_sp13-048.fits,J234325.66+313402.1,5818.27
1448,236601.5,-4.773976505,-4.688506126,-4.467422962,-3.934710622,1.718189534,1.581677821,-1.572388422,spec-55862-B6202_sp13-049.fits,J234504.06+313644.3,5601.04
1449,1008810.063,-5.939838886,-6.271404624,-6.261350513,-6.025906801,0.820626782,0.776721069,1.93998647,spec-55862-B6202_sp13-052.fits,J234407.92+312738.8,4576.22
1450,436778.8438,-5.334036946,-5.335972309,-5.164767504,-4.783190489,2.288681603,1.816823091,0.12401149,spec-55862-B6202_sp13-056.fits,J234535.55+312713.6,5607.55
1451,244522.2656,-4.749621451,-4.772834182,-4.55057174,-4.069242477,1.292084673,1.391683908,4.604118023,spec-55862-B6202_sp13-057.fits,J234512.99+312634.6,5379.2
1452,409937.5,-5.05246222,-5.293617845,-5.268720984,-4.960783422,1.030044681,0.464856033,2.112892676,spec-55862-B6202_sp13-059.fits,J234329.12+312441.7,4864.78
1453,495274.3438,-5.607312322,-5.445168614,-5.153359175,-4.705377221,1.992551469,2.103614106,3.647840388,spec-55862-B6202_sp13-061.fits,J234352.35+311750.8,6158.17
1454,701141.125,-5.932084918,-5.848951936,-5.597165823,-5.208545923,2.226292576,2.595067839,5.346889853,spec-55862-B6202_sp13-065.fits,J234323.52+312259.6,6106.64
1455,605283.5,-5.91070056,-5.682142377,-5.343080163,-4.81474489,1.999253729,2.009678238,1.387181437,spec-55862-B6202_sp13-067.fits,J234527.50+311904.6,5643.68
1456,1913063.375,-6.991358399,-6.956604123,-6.750375032,-6.357186437,1.362967792,1.251058854,3.880766762,spec-55862-B6202_sp13-068.fits,J234333.82+311714.0,5451.27
1457,1365339.125,-6.737327576,-6.535182595,-6.237903237,-5.796613097,2.529944143,2.183650833,5.200550898,spec-55862-B6202_sp13-069.fits,J234507.80+312132.7,6150.29
1458,245599.625,-4.762287438,-4.74614054,-4.529933631,-4.097108245,1.133002129,1.839694852,4.657064345,spec-55862-B6202_sp13-071.fits,J234321.58+312737.1,5755.52
1459,179148.5625,-4.394653738,-4.412592649,-4.194287062,-3.757025301,-0.088068589,2.136669705,-5.494197667,spec-55862-B6202_sp13-073.fits,J234522.29+312249.7,5227.55
1460,875609.25,-5.954222679,-6.118779778,-6.013093591,-5.717222095,1.031099369,0.320453922,2.852376195,spec-55862-B6202_sp13-076.fits,J234304.14+312803.8,4889.88
1461,314428.125,-4.587661028,-4.944683015,-5.028874874,-4.867067635,0.009927886,0.015908976,-3.937524667,spec-55862-B6202_sp13-077.fits,J234208.75+313014.1,4563.82
1462,255566.0938,-5.096848607,-4.737616777,-4.223606586,-3.6718297,1.660367143,1.021789422,4.537815569,spec-55862-B6202_sp13-079.fits,J234315.27+312335.8,5733.94
1463,1166546.25,-6.106565595,-6.366817355,-6.430399418,-6.227699518,0.777077795,0.790000598,2.255755856,spec-55862-B6202_sp13-082.fits,J234258.64+312414.9,4560.25
1464,466337.8438,-5.515111685,-5.401439071,-5.12504518,-4.711830914,2.204124603,1.641543156,3.148187956,spec-55862-B6202_sp13-083.fits,J234259.58+311551.1,5831.83
1465,1530178.5,-6.890012026,-6.627485752,-6.31418705,-5.885436535,2.231775874,1.461048,3.677155442,spec-55862-B6202_sp13-087.fits,J234308.42+311930.7,6040.95
1466,703536.75,-5.705397725,-5.843423009,-5.786355138,-5.493477583,1.121381817,1.111355198,4.52169567,spec-55862-B6202_sp13-089.fits,J234246.73+312224.8,4946.18
1467,1363483.625,-6.76672399,-6.515437365,-6.201512218,-5.736431479,2.473805727,2.348972047,4.649643751,spec-55862-B6202_sp13-091.fits,J234256.50+312958.1,6363.52
1468,235201.3906,-4.31001842,-4.44945693,-4.596194625,-4.547691941,0.375512309,-0.998175687,-6.452079879,spec-55862-B6202_sp13-092.fits,J234203.11+311719.3,4027.6
1469,656727.6875,-5.178471804,-5.668894053,-5.888034105,-5.828355551,0.509245559,0.795362573,1.494094532,spec-55862-B6202_sp13-093.fits,J234233.81+311724.5,4154
1470,1122854.625,-6.461120248,-6.378283501,-6.111811996,-5.693736076,1.937840983,1.879148645,4.941703581,spec-55862-B6202_sp13-095.fits,J234319.03+311518.4,5735.72
1471,1699188.5,-6.808042526,-6.84217751,-6.664309502,-6.291124821,1.837846871,1.447466745,3.671222929,spec-55862-B6202_sp13-096.fits,J234215.87+312130.0,5431.49
1472,364924.9063,-5.140684247,-5.148613453,-5.013779998,-4.576639831,1.89472458,1.921621381,3.549028038,spec-55862-B6202_sp13-101.fits,J234218.72+322005.5,5677.16
1473,506709.4375,-5.135976076,-5.424287319,-5.564938188,-5.32225728,0.693941742,0.682362871,3.553777944,spec-55862-B6202_sp13-102.fits,J234207.25+321554.8,4505.23
1474,473580.875,-5.608004928,-5.343870521,-5.091966391,-4.583384693,2.110965424,2.18422259,3.730762264,spec-55862-B6202_sp13-106.fits,J234211.71+320954.5,6362.46
1475,674742.75,-5.31984508,-5.70864439,-5.913529992,-5.762099028,0.366614363,0.007913346,1.616632583,spec-55862-B6202_sp13-108.fits,J234201.06+320041.6,4260.32
1476,1420340.75,-6.769866943,-6.592831016,-6.3202703,-5.8679986,2.330959262,2.125477036,3.408175983,spec-55862-B6202_sp13-109.fits,J234224.57+320629.9,6001.63
1477,843976.5,-6.245518923,-6.001188159,-5.704801083,-5.212830305,2.587300183,2.40792915,5.742598969,spec-55862-B6202_sp13-110.fits,J234217.55+321250.3,6210.72
1478,208520.2813,-4.370688796,-4.405952096,-4.454576969,-4.19953078,1.327253946,0.67710698,-2.620309393,spec-55862-B6202_sp13-111.fits,J234234.11+321748.0,4840.43
1479,894058.125,-6.268713474,-6.068663001,-5.809745789,-5.349354744,2.313657849,2.630080346,2.526887767,spec-55862-B6202_sp13-112.fits,J234225.71+321149.6,6228.94
1480,749482.75,-6.103044748,-5.850788355,-5.584462881,-5.0863415,2.186168884,1.405570801,1.846577297,spec-55862-B6202_sp13-114.fits,J234230.82+321944.8,5984.85
1481,1048211.75,-6.416072249,-6.266679764,-6.005567908,-5.574403405,2.26008567,2.060890751,4.295433771,spec-55862-B6202_sp13-115.fits,J234233.49+321122.7,5962.69
1482,369132.4063,-5.316255689,-5.137226582,-4.867796302,-4.368163049,1.954799842,2.77548932,2.599146743,spec-55862-B6202_sp13-117.fits,J234249.95+321722.0,6033.3
1483,544476.3125,-5.705991983,-5.555927753,-5.326402187,-4.865407944,2.168967108,2.386158591,5.186436902,spec-55862-B6202_sp13-122.fits,J234302.69+321006.4,5794.33
1484,649231.5,-5.507267118,-5.716392398,-5.777307153,-5.522693992,0.955168204,1.158282208,1.06895417,spec-55862-B6202_sp13-123.fits,J234228.21+320509.6,4759.44
1485,616538.75,-5.356906056,-5.621373653,-5.756818652,-5.558431745,0.493840661,0.368436855,1.644905416,spec-55862-B6202_sp13-124.fits,J234142.47+321413.2,4349.44
1486,1098446.5,-6.590042114,-6.245819926,-5.895873308,-5.393981338,2.382494668,2.297834562,5.453968117,spec-55862-B6202_sp13-127.fits,J234322.36+315129.4,6608.29
1487,1111567.875,-6.468222737,-6.345844269,-6.090069413,-5.655950904,2.220635046,2.046708411,4.394943245,spec-55862-B6202_sp13-128.fits,J234309.29+320342.1,5908.99
1488,811203.875,-6.089544892,-6.044957638,-5.808126926,-5.406113267,1.65218451,1.597127394,4.262844945,spec-55862-B6202_sp13-130.fits,J234218.81+314645.8,5712.26
1489,448376.9375,-5.553043485,-5.306753516,-5.037674904,-4.547110498,1.629707373,1.580657901,4.433651797,spec-55862-B6202_sp13-134.fits,J234316.26+314646.3,6114.59
1490,1305685.25,-6.636297703,-6.539279222,-6.291204691,-5.859267712,2.036996543,2.243654926,6.79897992,spec-55862-B6202_sp13-135.fits,J234303.47+314911.2,5900.49
1491,922345.4375,-6.291748285,-5.989360213,-5.773762465,-5.404801965,1.355184566,2.934546642,-0.778095173,spec-55862-B6202_sp13-136.fits,J234244.41+315640.7,5652.91
1492,1298028.25,-6.709432602,-6.449253559,-6.15118742,-5.719983578,2.340857219,2.242435056,6.60144093,spec-55862-B6202_sp13-137.fits,J234204.15+315347.3,6392.55
1493,265987.1563,-4.923459291,-4.751888514,-4.530467689,-4.030935764,2.404586529,2.516906698,6.063871333,spec-55862-B6202_sp13-138.fits,J234151.56+315012.9,6357.15
1494,296341.0625,-4.503078759,-4.782813489,-4.986638129,-4.807816446,0.125566471,-0.205909925,5.186413451,spec-55862-B6202_sp13-139.fits,J234251.82+320345.7,4588.06
1495,760442.3125,-6.108088493,-5.922626257,-5.637726784,-5.167286992,2.370067433,1.826276472,6.749577274,spec-55862-B6202_sp13-140.fits,J234153.63+320028.8,6132.57
1496,522566.8125,-5.712113976,-5.502742529,-5.237208605,-4.75525409,2.38800843,2.095492188,8.348699213,spec-55862-B6202_sp13-141.fits,J234211.93+315802.0,6012.84
1497,524900.125,-5.394919515,-5.51568687,-5.474923253,-5.134922862,0.98760687,0.957465151,3.619457881,spec-55862-B6202_sp13-142.fits,J234146.48+315426.6,5078.68
1498,385607.375,-5.412533879,-5.121368766,-4.859182835,-4.329873323,2.892392485,2.81857409,3.856645783,spec-55862-B6202_sp13-144.fits,J234239.53+315348.3,6092
1499,640652.25,-5.898145437,-5.740286708,-5.508047342,-5.012934208,1.775771838,2.455775107,5.531150925,spec-55862-B6202_sp13-147.fits,J234334.40+314632.1,6001.07
1500,385006.1563,-5.192700624,-5.203086138,-5.065761209,-4.668684304,1.2923183,1.520461068,5.378268292,spec-55862-B6202_sp13-152.fits,J234038.28+321154.3,5472.35
1501,399047.1875,-5.188328028,-5.200362206,-5.082613826,-4.746581614,0.891510254,0.532098586,2.675330633,spec-55862-B6202_sp13-154.fits,J234028.70+322033.2,4732.76
1502,819169.875,-6.160920262,-5.953892469,-5.716366172,-5.282677412,2.405496516,2.022109496,5.813564087,spec-55862-B6202_sp13-155.fits,J234011.28+321301.8,5998.37
1503,312596.5,-4.684433043,-4.882070124,-4.972881675,-4.805801213,0.259540392,0.495546947,-1.755361699,spec-55862-B6202_sp13-156.fits,J234039.68+320905.7,4795.33
1504,443261.9688,-5.251694918,-5.345203877,-5.284291506,-4.938282371,0.922797493,1.145234266,5.291556842,spec-55862-B6202_sp13-158.fits,J234059.82+321832.0,5142.73
1505,168659.375,-4.202643633,-4.255437851,-4.237425029,-3.84106338,1.230952037,2.735786789,-6.227265319,spec-55862-B6202_sp13-164.fits,J234140.23+320546.7,5465.85
1506,1436534,-6.752876639,-6.62332356,-6.366460919,-5.919433832,2.177011104,2.378723906,4.84356512,spec-55862-B6202_sp13-165.fits,J234121.30+321630.6,6035.85
1507,186052.1563,-4.178600013,-4.36268568,-4.431061149,-4.114849865,1.149842452,0.568956609,2.393823869,spec-55862-B6202_sp13-166.fits,J234006.94+320600.0,4884.81
1508,1211799.25,-6.655321717,-6.364326477,-6.054880023,-5.558750629,2.47037552,2.621212906,4.709393495,spec-55862-B6202_sp13-167.fits,J234122.42+322029.5,6337.94
1509,656443.0625,-5.902085304,-5.832688808,-5.573472381,-5.095606446,1.77274566,1.930763454,6.765364441,spec-55862-B6202_sp13-168.fits,J234046.50+320306.4,5670.23
1510,933528.75,-6.340159774,-6.110879183,-5.83163023,-5.351375937,2.459385297,2.189996327,2.805446761,spec-55862-B6202_sp13-169.fits,J234044.52+321645.2,6143.89
1511,755661.75,-5.522717237,-5.84479332,-5.996741056,-5.85006237,0.538242319,0.535787144,2.047464595,spec-55862-B6202_sp13-170.fits,J233945.14+320441.8,4453.74
1512,478116.1563,-5.513367653,-5.428976417,-5.253040791,-4.779203832,1.89629151,1.838059311,4.891261801,spec-55862-B6202_sp13-171.fits,J233959.00+321435.2,5735.74
1513,498970.5938,-5.057888031,-5.413101912,-5.560887456,-5.374504924,0.9416201,0.853596347,7.990556009,spec-55862-B6202_sp13-172.fits,J234025.29+320540.8,4578.36
1514,1030537.25,-6.51907444,-6.185657382,-5.855777264,-5.327009559,2.601344373,2.262053868,5.257317735,spec-55862-B6202_sp13-173.fits,J234108.00+320938.4,6578.07
1515,153332.7031,-4.205056429,-4.196432829,-4.097215533,-3.586430848,-0.019236363,0.849024689,1.620905678,spec-55862-B6202_sp13-174.fits,J233941.86+320745.7,5075.57
1516,1637408.375,-6.923171282,-6.732309461,-6.462444663,-5.987869501,2.000897404,1.886807485,4.363563355,spec-55862-B6202_sp13-176.fits,J234337.59+321730.0,5931.98
1517,558747.3125,-5.663428307,-5.585337281,-5.399226546,-5.000919104,2.056589691,1.894163068,2.517282414,spec-55862-B6202_sp13-177.fits,J234345.04+320647.7,5547.35
1518,252700.4063,-4.290147722,-4.613028467,-4.848326147,-4.652170241,0.003129061,0.748229189,12.06008003,spec-55862-B6202_sp13-179.fits,J234349.32+320651.8,4142.8
1519,744332.875,-6.097488403,-5.876334906,-5.587621927,-5.085125566,2.394150854,2.193347202,3.680009854,spec-55862-B6202_sp13-180.fits,J234409.64+321538.6,6065.64
1520,255465.8438,-4.572277367,-4.69284147,-4.691502154,-4.420197606,1.018587833,0.836127565,7.214711481,spec-55862-B6202_sp13-181.fits,J234428.84+321940.3,5180.38
1521,335207.3125,-4.961624742,-5.025363564,-4.917254448,-4.610577524,0.937765798,1.5199936,6.754974305,spec-55862-B6202_sp13-182.fits,J234440.62+320757.0,5265.1
1522,557844.9375,-5.633180141,-5.592964292,-5.424851775,-5.000495315,1.566682115,1.169696744,3.706307485,spec-55862-B6202_sp13-184.fits,J234406.99+321018.0,5462.62
1523,1014962.563,-6.264209747,-6.254416108,-6.089522243,-5.702075958,1.620344944,0.760326458,4.15865788,spec-55862-B6202_sp13-188.fits,J234434.74+322036.2,5532.68
1524,180799.6563,-4.328606725,-4.373062551,-4.250460267,-3.87384057,1.162904463,2.530852629,3.19422579,spec-55862-B6202_sp13-189.fits,J234349.24+321209.2,5252.89
1525,430595.5625,-5.22164464,-5.333746672,-5.275538564,-4.881311357,1.085038132,1.41633227,3.696757134,spec-55862-B6202_sp13-190.fits,J234337.96+321238.0,5012.95
1526,885841.1875,-6.230208874,-6.092743278,-5.848720074,-5.393923521,2.098955711,2.258454549,4.060676993,spec-55862-B6202_sp13-193.fits,J234309.90+321326.7,5842.15
1527,1315466.875,-6.569743752,-6.545664072,-6.353152394,-5.989516974,1.44047764,1.767252998,6.102287942,spec-55862-B6202_sp13-194.fits,J234339.85+322023.3,5552.66
1528,272244.4375,-4.564950168,-4.710900486,-4.827834368,-4.619773328,1.002610663,0.823614549,10.91747529,spec-55862-B6202_sp13-196.fits,J234416.48+321113.7,4626.35
1529,598737.1875,-5.246186852,-5.57969451,-5.761036873,-5.601965189,0.679485653,0.845931974,0.831168264,spec-55862-B6202_sp13-197.fits,J234406.00+321341.1,4469.58
1530,225901.1719,-4.330869913,-4.590350688,-4.678621888,-4.391376972,1.090617832,0.755064919,-4.035767005,spec-55862-B6202_sp13-201.fits,J234230.61+314446.4,4658.14
1531,1672947.375,-6.972052455,-6.759128571,-6.451252699,-6.009984016,2.319202747,2.355339874,5.254640364,spec-55862-B6202_sp13-202.fits,J234316.62+313937.8,6280.72
1532,313170.5625,-4.822190404,-4.984275103,-4.882983565,-4.600845575,1.473214581,1.325380797,6.249398135,spec-55862-B6202_sp13-205.fits,J234302.72+314224.4,5016.78
1533,686375.75,-5.689792633,-5.832990408,-5.744436979,-5.480126739,1.447047235,1.452827475,6.281989163,spec-55862-B6202_sp13-206.fits,J234140.54+313410.6,5314.88
1534,437681.7813,-5.259177685,-5.351268649,-5.254329443,-4.887829125,1.390355545,1.333214092,5.812828575,spec-55862-B6202_sp13-207.fits,J234233.42+313832.0,5130.55
1535,515414.5313,-5.336468816,-5.564631224,-5.472882986,-5.179228187,1.424280794,1.822551197,9.582256664,spec-55862-B6202_sp13-209.fits,J234203.75+313316.3,5346.83
1536,214517.4688,-4.455587268,-4.55420047,-4.469058216,-4.124260843,2.012583343,0.944079582,7.691648388,spec-55862-B6202_sp13-211.fits,J234225.07+314046.4,5152.14
1537,1330647,-6.422464252,-6.530134678,-6.469397545,-6.172684431,1.14741586,0.560952105,2.429049784,spec-55862-B6202_sp13-212.fits,J234306.96+313153.9,4991
1538,1205324.5,-6.403541565,-6.480293274,-6.30787313,-5.96208632,1.63546133,1.950639409,8.190971522,spec-55862-B6202_sp13-213.fits,J234056.28+313811.5,5635.62
1539,554789.125,-5.504720807,-5.621660352,-5.486705899,-5.173550248,1.212362783,1.120811534,3.871173593,spec-55862-B6202_sp13-215.fits,J234057.81+312651.0,5147.74
1540,406560.4688,-5.109042525,-5.291897058,-5.203152895,-4.892533422,1.479010468,0.87564287,4.426254651,spec-55862-B6202_sp13-217.fits,J234251.78+314251.2,5030.54
1541,1334014.625,-6.601042748,-6.560871601,-6.346049905,-5.981012583,1.540869121,1.986362649,5.370031925,spec-55862-B6202_sp13-218.fits,J234207.65+314438.4,5708.88
1542,487098.75,-4.996118248,-5.379000306,-5.539728403,-5.395511985,0.315286332,-0.654555877,-0.227945704,spec-55862-B6202_sp13-223.fits,J234313.46+313703.1,4242.94
1543,406639.2813,-5.25704205,-5.283610225,-5.089238882,-4.694408774,1.782173117,1.168670925,4.095223311,spec-55862-B6202_sp13-224.fits,J234252.68+313149.9,5527.72
1544,1103909.125,-6.398582459,-6.319645047,-6.10527277,-5.73554635,2.290491442,2.100790489,3.914680062,spec-55862-B6202_sp13-225.fits,J234120.12+313605.9,5926.79
1545,860504.1875,-6.172732115,-6.068037152,-5.80873549,-5.406724215,2.590370628,2.290670318,4.555145302,spec-55862-B6202_sp13-228.fits,J234058.06+313938.0,5992.85
1546,254218.7813,-4.256361127,-4.628196955,-4.81223464,-4.717942178,0.560243794,-0.294000991,7.074425179,spec-55862-B6202_sp13-229.fits,J234153.06+314559.4,4031.82
1547,1173116.25,-6.407619119,-6.383556724,-6.226298809,-5.899725556,1.377203155,1.144220827,1.28560612,spec-55862-B6202_sp13-231.fits,J234130.39+315200.2,5520.2
1548,828271.25,-5.917491317,-6.053766012,-5.959137678,-5.623601079,0.914926558,1.188860473,3.710748248,spec-55862-B6202_sp13-237.fits,J234037.87+314822.9,5216.89
1549,385268.2813,-5.319756269,-5.169858933,-4.92187649,-4.492245018,2.019929697,1.608150472,-0.327531255,spec-55862-B6202_sp13-238.fits,J234105.40+314905.0,5945.96
1550,379632.875,-4.876734912,-5.117008686,-5.214509368,-4.978984594,0.738420272,1.231592258,2.221323654,spec-55862-B6202_sp13-239.fits,J234015.47+320046.6,4650.05
1551,1289901.5,-6.692003012,-6.448015571,-6.165794134,-5.711814165,2.387002978,2.297478399,4.47493719,spec-55862-B6202_sp13-240.fits,J234019.18+315722.5,6398.08
1552,908341.25,-6.376448274,-6.041806936,-5.70334971,-5.194007158,2.518138593,2.794873857,5.602288042,spec-55862-B6202_sp13-241.fits,J234038.85+315850.6,6428.67
1553,350682.9063,-5.003439784,-5.059730411,-4.98849839,-4.680447578,1.198521818,1.212811543,3.345620522,spec-55862-B6202_sp13-243.fits,J234113.98+314231.8,5136.99
1554,345918.875,-5.393416286,-4.767470956,-4.549948275,-4.208620191,3.352335907,3.032643679,7.36382232,spec-55862-B6202_sp14-002.fits,J232503.71+322506.1,6700.65
1555,649028.875,-5.919267535,-5.778828859,-5.4619807,-4.988339543,2.449396045,2.02968482,4.365143298,spec-55862-B6202_sp14-003.fits,J232512.06+321558.9,6010.42
1556,160197.3906,-4.254977107,-4.317075908,-4.027847946,-3.642477393,2.249000863,1.487209013,2.971701998,spec-55862-B6202_sp14-004.fits,J232525.60+322934.4,5285.85
1557,319673.5625,-5.074981451,-4.990617037,-4.763387442,-4.30847913,1.961283568,1.213699501,3.668950662,spec-55862-B6202_sp14-007.fits,J232358.23+322624.6,5575.78
1558,341854.9375,-4.71113652,-5.027708411,-5.127556324,-4.904228747,0.888287365,1.464577885,-2.959734711,spec-55862-B6202_sp14-010.fits,J232354.65+323030.8,4576.23
1559,358788.5938,-5.2154845,-5.128623843,-4.869891405,-4.439632297,2.548963994,2.025754112,6.345054724,spec-55862-B6202_sp14-012.fits,J232430.99+321453.2,6043.57
1560,206615.1563,-4.588257372,-4.563901722,-4.320353568,-3.885111511,2.54778773,2.055743688,1.308770524,spec-55862-B6202_sp14-019.fits,J232506.21+322841.3,5668.32
1561,963395.1875,-6.100587249,-6.186088324,-6.07339859,-5.752475262,1.164724139,0.490601043,2.30406713,spec-55862-B6202_sp14-021.fits,J232320.77+322333.1,4787.42
1562,191530.6875,-4.342640638,-4.44062978,-4.330908358,-4.007890522,1.106093221,0.838584105,2.359168335,spec-55862-B6202_sp14-022.fits,J232413.87+321720.8,5222.13
1563,236399.5,-4.628675878,-4.67202127,-4.537267983,-4.154785275,1.59035869,0.566271324,5.654461934,spec-55862-B6202_sp14-024.fits,J232318.59+321941.9,5198.39
1564,505394.3438,-5.479501486,-5.491295457,-5.342881083,-4.986409545,2.127939923,1.71567406,4.473857235,spec-55862-B6202_sp14-027.fits,J232239.12+312759.1,5685.44
1565,178076.2813,-4.718723297,-4.198262095,-3.812015355,-3.160934448,2.245297255,3.101986262,10.15035475,spec-55862-B6202_sp14-031.fits,J232257.42+312450.6,8392.38
1566,914952.875,-6.103702188,-6.139404774,-5.992361307,-5.653594136,1.625334399,1.172209074,3.164512079,spec-55862-B6202_sp14-034.fits,J232407.62+312244.5,5163.72
1567,341637.6875,-5.0436306,-5.048094392,-4.889305532,-4.510940313,2.043772116,0.151268447,2.380642227,spec-55862-B6202_sp14-038.fits,J232243.06+313304.0,4893.38
1568,713550.75,-5.624468327,-5.881450772,-5.834357142,-5.585078597,0.981288334,0.833968877,0.998318648,spec-55862-B6202_sp14-039.fits,J232307.58+313634.4,4795.18
1569,295668,-5.072437525,-4.906494319,-4.627505839,-4.071787596,2.668611243,2.721886125,6.657274321,spec-55862-B6202_sp14-040.fits,J232252.31+313133.3,6162.23
1570,135624.25,-3.858649433,-4.068461061,-4.072048962,-3.719055057,1.127525107,0.67972495,3.380571309,spec-55862-B6202_sp14-044.fits,J232236.21+312948.6,4902.83
1571,621299.8125,-5.608047843,-5.751376748,-5.61875999,-5.294569135,1.160704849,1.017333071,1.842881107,spec-55862-B6202_sp14-046.fits,J232413.04+313006.4,4970.12
1572,344108.0938,-4.737668931,-5.053586364,-5.138807297,-4.900631905,0.864279753,1.55724909,1.976001015,spec-55862-B6202_sp14-047.fits,J232359.72+313342.6,4496.71
1573,1847647.625,-6.93932116,-6.9728297,-6.836931705,-6.009936929,1.73671825,1.26468678,5.046874175,spec-55862-B6202_sp14-049.fits,J232335.06+313421.3,5333.96
1574,1061470.5,-6.520482302,-6.366799474,-6.120757461,-4.46914494,1.689736444,1.185948766,2.476787782,spec-55862-B6202_sp14-050.fits,J232220.84+313135.5,6057.59
1575,448855.3438,-5.478845239,-5.440945625,-4.912052453,-4.91301775,1.564136874,1.787884443,3.544104406,spec-55862-B6202_sp14-053.fits,J232655.02+313018.1,5250.83
1576,2384460,-7.265598178,-7.191951275,-6.943696141,-6.553098559,1.888703058,1.560279875,5.611238691,spec-55862-B6202_sp14-054.fits,J232544.70+314110.3,5708.4
